CODE,YEAR,MONTH,VALUE
LAUCN010210000000005,1993,M05,15172
LAUCN010210000000005,1993,M06,15378
LAUCN010210000000005,1993,M07,15379
LAUCN010210000000005,1993,M08,15201
LAUCN010210000000005,1993,M09,15087
LAUCN010210000000005,1993,M10,14934
LAUCN010210000000005,1993,M11,14737
LAUCN010210000000005,1993,M12,14754
LAUCN010210000000005,1993,M13,14882
LAUCN010210000000005,1994,M01,14613
LAUCN010210000000005,1994,M02,14545
LAUCN010210000000005,1994,M03,14725
LAUCN010210000000005,1994,M04,15333
LAUCN010210000000005,1994,M05,15468
LAUCN010210000000005,1994,M06,16143
LAUCN010210000000005,1994,M07,16457
LAUCN010210000000005,1994,M08,16347
LAUCN010210000000005,1994,M09,16238
LAUCN010210000000005,1994,M10,16234
LAUCN010210000000005,1994,M11,16434
LAUCN010210000000005,1994,M12,16379
LAUCN010210000000005,1994,M13,15743
LAUCN010210000000005,1995,M01,16145
LAUCN010210000000005,1995,M02,16101
LAUCN010210000000005,1995,M03,16282
LAUCN010210000000005,1995,M04,16418
LAUCN010210000000005,1995,M05,16486
LAUCN010210000000005,1995,M06,16722
LAUCN010210000000005,1995,M07,16845
LAUCN010210000000005,1995,M08,16535
LAUCN010210000000005,1995,M09,16369
LAUCN010210000000005,1995,M10,16458
LAUCN010210000000005,1995,M11,16446
LAUCN010210000000005,1995,M12,16512
LAUCN010210000000005,1995,M13,16443
LAUCN010210000000005,1996,M01,16308
LAUCN010210000000005,1996,M02,16428
LAUCN010210000000005,1996,M03,16708
LAUCN010210000000005,1996,M04,16651
LAUCN010210000000005,1996,M05,16762
LAUCN010210000000005,1996,M06,16974
LAUCN010210000000005,1996,M07,16855
LAUCN010210000000005,1996,M08,16903
LAUCN010210000000005,1996,M09,16776
LAUCN010210000000005,1996,M10,16846
LAUCN010210000000005,1996,M11,16847
LAUCN010210000000005,1996,M12,16979
LAUCN010210000000005,1996,M13,16753
LAUCN010210000000005,1997,M01,16768
LAUCN010210000000005,1997,M02,16758
LAUCN010210000000005,1997,M03,17128
LAUCN010210000000005,1997,M04,17423
LAUCN010210000000005,1997,M05,17550
LAUCN010210000000005,1997,M06,17716
LAUCN010210000000005,1997,M07,17842
LAUCN010210000000005,1997,M08,17651
LAUCN010210000000005,1997,M09,17387
LAUCN010210000000005,1997,M10,17527
LAUCN010210000000005,1997,M11,17241
LAUCN010210000000005,1997,M12,17324
LAUCN010210000000005,1997,M13,17360
LAUCN010210000000005,1998,M01,16896
LAUCN010210000000005,1998,M02,16955
LAUCN010210000000005,1998,M03,17086
LAUCN010210000000005,1998,M04,17162
LAUCN010210000000005,1998,M05,17287
LAUCN010210000000005,1998,M06,17649
LAUCN010210000000005,1998,M07,17488
LAUCN010210000000005,1998,M08,16988
LAUCN010210000000005,1998,M09,17370
LAUCN010210000000005,1998,M10,17103
LAUCN010210000000005,1998,M11,17148
LAUCN010210000000005,1998,M12,17268
LAUCN010210000000005,1998,M13,17200
LAUCN010210000000005,1999,M01,17453
LAUCN010210000000005,1999,M02,17444
LAUCN010210000000005,1999,M03,17594
LAUCN010210000000005,1999,M04,17751
LAUCN010210000000005,1999,M05,17821
LAUCN010210000000005,1999,M06,17871
LAUCN010210000000005,1999,M07,18160
LAUCN010210000000005,1999,M08,17943
LAUCN010210000000005,1999,M09,18082
LAUCN010210000000005,1999,M10,18094
LAUCN010210000000005,1999,M11,18211
LAUCN010210000000005,1999,M12,18333
LAUCN010210000000005,1999,M13,17896
LAUCN010210000000005,2000,M01,18526
LAUCN010210000000005,2000,M02,18522
LAUCN010210000000005,2000,M03,18555
LAUCN010210000000005,2000,M04,18646
LAUCN010210000000005,2000,M05,18601
LAUCN010210000000005,2000,M06,18681
LAUCN010210000000005,2000,M07,18669
LAUCN010210000000005,2000,M08,18542
LAUCN010210000000005,2000,M09,18582
LAUCN010210000000005,2000,M10,18759
LAUCN010210000000005,2000,M11,18778
LAUCN010210000000005,2000,M12,18833
LAUCN010210000000005,2000,M13,18641
LAUCN010210000000005,2001,M01,18550
LAUCN010210000000005,2001,M02,18543
LAUCN010210000000005,2001,M03,18661
LAUCN010210000000005,2001,M04,18593
LAUCN010210000000005,2001,M05,18546
LAUCN010210000000005,2001,M06,18609
LAUCN010210000000005,2001,M07,18571
LAUCN010210000000005,2001,M08,18301
LAUCN010210000000005,2001,M09,18385
LAUCN010210000000005,2001,M10,18536
LAUCN010210000000005,2001,M11,18560
LAUCN010210000000005,2001,M12,18544
LAUCN010210000000005,2001,M13,18533
LAUCN010210000000005,2002,M01,18275
LAUCN010210000000005,2002,M02,18325
LAUCN010210000000005,2002,M03,18370
LAUCN010210000000005,2002,M04,18337
LAUCN010210000000005,2002,M05,18357
LAUCN010210000000005,2002,M06,18333
LAUCN010210000000005,2002,M07,18372
LAUCN010210000000005,2002,M08,18332
LAUCN010210000000005,2002,M09,18437
LAUCN010210000000005,2002,M10,18581
LAUCN010210000000005,2002,M11,18566
LAUCN010210000000005,2002,M12,18552
LAUCN010210000000005,2002,M13,18403
LAUCN010210000000005,2003,M01,18287
LAUCN010210000000005,2003,M02,18347
LAUCN010210000000005,2003,M03,18432
LAUCN010210000000005,2003,M04,18472
LAUCN010210000000005,2003,M05,18428
LAUCN010210000000005,2003,M06,18444
LAUCN010210000000005,2003,M07,18455
LAUCN010210000000005,2003,M08,18426
LAUCN010210000000005,2003,M09,18409
LAUCN010210000000005,2003,M10,18653
LAUCN010210000000005,2003,M11,18788
LAUCN010210000000005,2003,M12,18848
LAUCN010210000000005,2003,M13,18499
LAUCN010210000000005,2004,M01,18587
LAUCN010210000000005,2004,M02,18620
LAUCN010210000000005,2004,M03,18632
LAUCN010210000000005,2004,M04,18654
LAUCN010210000000005,2004,M05,18595
LAUCN010210000000005,2004,M06,18598
LAUCN010210000000005,2004,M07,18706
LAUCN010210000000005,2004,M08,18609
LAUCN010210000000005,2004,M09,18622
LAUCN010210000000005,2004,M10,18867
LAUCN010210000000005,2004,M11,18977
LAUCN010210000000005,2004,M12,18957
LAUCN010210000000005,2004,M13,18702
LAUCN010210000000005,2005,M01,18650
LAUCN010210000000005,2005,M02,18660
LAUCN010210000000005,2005,M03,18733
LAUCN010210000000005,2005,M04,18855
LAUCN010210000000005,2005,M05,18846
LAUCN010210000000005,2005,M06,18851
LAUCN010210000000005,2005,M07,18947
LAUCN010210000000005,2005,M08,18925
LAUCN010210000000005,2005,M09,18935
LAUCN010210000000005,2005,M10,19134
LAUCN010210000000005,2005,M11,19149
LAUCN010210000000005,2005,M12,19131
LAUCN010210000000005,2005,M13,18901
LAUCN010210000000005,2006,M01,18774
LAUCN010210000000005,2006,M02,18794
LAUCN010210000000005,2006,M03,18875
LAUCN010210000000005,2006,M04,18980
LAUCN010210000000005,2006,M05,18985
LAUCN010210000000005,2006,M06,19094
LAUCN010210000000005,2006,M07,19088
LAUCN010210000000005,2006,M08,19050
LAUCN010210000000005,2006,M09,19054
LAUCN010210000000005,2006,M10,19313
LAUCN010210000000005,2006,M11,19345
LAUCN010210000000005,2006,M12,19361
LAUCN010210000000005,2006,M13,19059
LAUCN010210000000005,2007,M01,19084
LAUCN010210000000005,2007,M02,19065
LAUCN010210000000005,2007,M03,19157
LAUCN010210000000005,2007,M04,18983
LAUCN010210000000005,2007,M05,18975
LAUCN010210000000005,2007,M06,19082
LAUCN010210000000005,2007,M07,19068
LAUCN010210000000005,2007,M08,18954
LAUCN010210000000005,2007,M09,18972
LAUCN010210000000005,2007,M10,19111
LAUCN010210000000005,2007,M11,19226
LAUCN010210000000005,2007,M12,19123
LAUCN010210000000005,2007,M13,19067
LAUCN010210000000005,2008,M01,18731
LAUCN010210000000005,2008,M02,18651
LAUCN010210000000005,2008,M03,18696
LAUCN010210000000005,2008,M04,18777
LAUCN010210000000005,2008,M05,18738
LAUCN010210000000005,2008,M06,18739
LAUCN010210000000005,2008,M07,18715
LAUCN010210000000005,2008,M08,18539
LAUCN010210000000005,2008,M09,18476
LAUCN010210000000005,2008,M10,18597
LAUCN010210000000005,2008,M11,18457
LAUCN010210000000005,2008,M12,18302
LAUCN010210000000005,2008,M13,18618
LAUCN010210000000005,2009,M01,17783
LAUCN010210000000005,2009,M02,17673
LAUCN010210000000005,2009,M03,17550
LAUCN010210000000005,2009,M04,17548
LAUCN010210000000005,2009,M05,17446
LAUCN010210000000005,2009,M06,17301
LAUCN010210000000005,2009,M07,17337
LAUCN010210000000005,2009,M08,17168
LAUCN010210000000005,2009,M09,17114
LAUCN010210000000005,2009,M10,17205
LAUCN010210000000005,2009,M11,17264
LAUCN010210000000005,2009,M12,17107
LAUCN010210000000005,2009,M13,17375
LAUCN010210000000005,2010,M01,16684
LAUCN010210000000005,2010,M02,16726
LAUCN010210000000005,2010,M03,16793
LAUCN010210000000005,2010,M04,17466
LAUCN010210000000005,2010,M05,17671
LAUCN010210000000005,2010,M06,17648
LAUCN010210000000005,2010,M07,17694
LAUCN010210000000005,2010,M08,17610
LAUCN010210000000005,2010,M09,17651
LAUCN010210000000005,2010,M10,17919
LAUCN010210000000005,2010,M11,17832
LAUCN010210000000005,2010,M12,17870
LAUCN010210000000005,2010,M13,17464
LAUCN010210000000005,2011,M01,17520
LAUCN010210000000005,2011,M02,17485
LAUCN010210000000005,2011,M03,17665
LAUCN010210000000005,2011,M04,17611
LAUCN010210000000005,2011,M05,17649
LAUCN010210000000005,2011,M06,17669
LAUCN010210000000005,2011,M07,17776
LAUCN010210000000005,2011,M08,17681
LAUCN010210000000005,2011,M09,17827
LAUCN010210000000005,2011,M10,18039
LAUCN010210000000005,2011,M11,18010
LAUCN010210000000005,2011,M12,18099
LAUCN010210000000005,2011,M13,17753
LAUCN010210000000005,2012,M01,17742
LAUCN010210000000005,2012,M02,17734
LAUCN010210000000005,2012,M03,17985
LAUCN010210000000005,2012,M04,17936
LAUCN010210000000005,2012,M05,18011
LAUCN010210000000005,2012,M06,17988
LAUCN010210000000005,2012,M07,18042
LAUCN010210000000005,2012,M08,17825
LAUCN010210000000005,2012,M09,18062
LAUCN010210000000005,2012,M10,18239
LAUCN010210000000005,2012,M11,18111
LAUCN010210000000005,2012,M12,18104
LAUCN010210000000005,2012,M13,17982
LAUCN010210000000005,2013,M01,17932
LAUCN010210000000005,2013,M02,17926
LAUCN010210000000005,2013,M03,18090
LAUCN010210000000005,2013,M04,18136
LAUCN010210000000005,2013,M05,18173
LAUCN010210000000005,2013,M06,18083
LAUCN010210000000005,2013,M07,18196
LAUCN010210000000005,2013,M08,17999
LAUCN010210000000005,2013,M09,18189
LAUCN010210000000005,2013,M10,18208
LAUCN010210000000005,2013,M11,18089
LAUCN010210000000005,2013,M12,18057
LAUCN010210000000005,2013,M13,18090
LAUCN010210000000005,2014,M01,17703
LAUCN010210000000005,2014,M02,17685
LAUCN010210000000005,2014,M03,17929
LAUCN010210000000005,2014,M04,17894
LAUCN010210000000005,2014,M05,17892
LAUCN010210000000005,2014,M06,17923
LAUCN010210000000005,2014,M07,17942
LAUCN010210000000005,2014,M08,17806
LAUCN010210000000005,2014,M09,17980
LAUCN010210000000005,2014,M10,18148
LAUCN010210000000005,2014,M11,18009
LAUCN010210000000005,2014,M12,17960
LAUCN010210000000005,2014,M13,17906
LAUCN010210000000005,2015,M01,17768
LAUCN010210000000005,2015,M02,17864
LAUCN010210000000005,2015,M03,18031
LAUCN010210000000005,2015,M04,18070
LAUCN010210000000005,2015,M05,18096
LAUCN010210000000005,2015,M06,18134
LAUCN010210000000005,2015,M07,18151
LAUCN010210000000005,2015,M08,17989
LAUCN010210000000005,2015,M09,18090
LAUCN010210000000005,2015,M10,18217
LAUCN010210000000005,2015,M11,18136
LAUCN010210000000005,2015,M12,18106
LAUCN010210000000005,2015,M13,18054
LAUCN010210000000005,2016,M01,17819
LAUCN010210000000005,2016,M02,17974
LAUCN010210000000005,2016,M03,18096
LAUCN010210000000005,2016,M04,18087
LAUCN010210000000005,2016,M05,18075
LAUCN010210000000005,2016,M06,18075
LAUCN010210000000005,2016,M07,18204
LAUCN010210000000005,2016,M08,18107
LAUCN010210000000005,2016,M09,18301
LAUCN010210000000005,2016,M10,18333
LAUCN010210000000005,2016,M11,18303
LAUCN010210000000005,2016,M12,18164
LAUCN010210000000005,2016,M13,18128
LAUCN010210000000005,2017,M01,17954
LAUCN010210000000005,2017,M02,18120
LAUCN010210000000005,2017,M03,18258
LAUCN010210000000005,2017,M04,18293
LAUCN010210000000005,2017,M05,18287
LAUCN010210000000005,2017,M06,18319
LAUCN010210000000005,2017,M07,18499
LAUCN010210000000005,2017,M08,18391
LAUCN010210000000005,2017,M09,18644
LAUCN010210000000005,2017,M10,18592
LAUCN010210000000005,2017,M11,18478
LAUCN010210000000005,2017,M12,18295
LAUCN010210000000005,2017,M13,18344
LAUCN010210000000005,2018,M01,18147
LAUCN010210000000005,2018,M02,18433
LAUCN010210000000005,2018,M03,18491
LAUCN010210000000005,2018,M04,18683
LAUCN010210000000005,2018,M05,18706
LAUCN010210000000005,2018,M06,18753
LAUCN010210000000006,1990,M01,14847
LAUCN010210000000006,1990,M02,14892
LAUCN010210000000006,1990,M03,14899
LAUCN010210000000006,1990,M04,15178
LAUCN010210000000006,1990,M05,15189
LAUCN010210000000006,1990,M06,15376
LAUCN010210000000006,1990,M07,15412
LAUCN010210000000006,1990,M08,15520
LAUCN010210000000006,1990,M09,15410
LAUCN010210000000006,1990,M10,15268
LAUCN010210000000006,1990,M11,15126
LAUCN010210000000006,1990,M12,15127
LAUCN010210000000006,1990,M13,15187
LAUCN010210000000006,1991,M01,14930
LAUCN010210000000006,1991,M02,14966
LAUCN010210000000006,1991,M03,15153
LAUCN010210000000006,1991,M04,15055
LAUCN010210000000006,1991,M05,15200
LAUCN010210000000006,1991,M06,15662
LAUCN010210000000006,1991,M07,15543
LAUCN010210000000006,1991,M08,15486
LAUCN010210000000006,1991,M09,15253
LAUCN010210000000006,1991,M10,15156
LAUCN010210000000006,1991,M11,15126
LAUCN010210000000006,1991,M12,15087
LAUCN010210000000006,1991,M13,15218
LAUCN010210000000006,1992,M01,15208
LAUCN010210000000006,1992,M02,15187
LAUCN010210000000006,1992,M03,15410
LAUCN010210000000006,1992,M04,15481
LAUCN010210000000006,1992,M05,15659
LAUCN010210000000006,1992,M06,16191
LAUCN010210000000006,1992,M07,16212
LAUCN010210000000006,1992,M08,16088
LAUCN010210000000006,1992,M09,15732
LAUCN010210000000006,1992,M10,15632
LAUCN010210000000006,1992,M11,15750
LAUCN010210000000006,1992,M12,15689
LAUCN010210000000006,1992,M13,15686
LAUCN010210000000006,1993,M01,15751
LAUCN010210000000006,1993,M02,16115
LAUCN010210000000006,1993,M03,16256
LAUCN010210000000006,1993,M04,16309
LAUCN010210000000006,1993,M05,16609
LAUCN010210000000006,1993,M06,16972
LAUCN010210000000006,1993,M07,16734
LAUCN010210000000006,1993,M08,16549
LAUCN010210000000006,1993,M09,16379
LAUCN010210000000006,1993,M10,16221
LAUCN010210000000006,1993,M11,16130
LAUCN010210000000006,1993,M12,16034
LAUCN010210000000006,1993,M13,16338
LAUCN010210000000006,1994,M01,16076
LAUCN010210000000006,1994,M02,16005
LAUCN010210000000006,1994,M03,16004
LAUCN010210000000006,1994,M04,16400
LAUCN010210000000006,1994,M05,16494
LAUCN010210000000006,1994,M06,17312
LAUCN010210000000006,1994,M07,17537
LAUCN010210000000006,1994,M08,17525
LAUCN010210000000006,1994,M09,17356
LAUCN010210000000006,1994,M10,17408
LAUCN010210000000006,1994,M11,17495
LAUCN010210000000006,1994,M12,17434
LAUCN010210000000006,1994,M13,16921
LAUCN010210000000006,1995,M01,17370
LAUCN010210000000006,1995,M02,17345
LAUCN010210000000006,1995,M03,17345
LAUCN010210000000006,1995,M04,17454
LAUCN010210000000006,1995,M05,17514
LAUCN010210000000006,1995,M06,17947
LAUCN010210000000006,1995,M07,17940
LAUCN010210000000006,1995,M08,17813
LAUCN010210000000006,1995,M09,17529
LAUCN010210000000006,1995,M10,17573
LAUCN010210000000006,1995,M11,17403
LAUCN010210000000006,1995,M12,17427
LAUCN010210000000006,1995,M13,17555
LAUCN010210000000006,1996,M01,17267
LAUCN010210000000006,1996,M02,17442
LAUCN010210000000006,1996,M03,17506
LAUCN010210000000006,1996,M04,17382
LAUCN010210000000006,1996,M05,17524
LAUCN010210000000006,1996,M06,17861
LAUCN010210000000006,1996,M07,17763
LAUCN010210000000006,1996,M08,17849
LAUCN010210000000006,1996,M09,17665
LAUCN010210000000006,1996,M10,17713
LAUCN010210000000006,1996,M11,17669
LAUCN010210000000006,1996,M12,17707
LAUCN010210000000006,1996,M13,17612
LAUCN010210000000006,1997,M01,17718
LAUCN010210000000006,1997,M02,17589
LAUCN010210000000006,1997,M03,17944
LAUCN010210000000006,1997,M04,18125
LAUCN010210000000006,1997,M05,18399
LAUCN010210000000006,1997,M06,18758
LAUCN010210000000006,1997,M07,18921
LAUCN010210000000006,1997,M08,18756
LAUCN010210000000006,1997,M09,18464
LAUCN010210000000006,1997,M10,18431
LAUCN010210000000006,1997,M11,17979
LAUCN010210000000006,1997,M12,18014
LAUCN010210000000006,1997,M13,18259
LAUCN010210000000006,1998,M01,17671
LAUCN010210000000006,1998,M02,17712
LAUCN010210000000006,1998,M03,17886
LAUCN010210000000006,1998,M04,17788
LAUCN010210000000006,1998,M05,18003
LAUCN010210000000006,1998,M06,18549
LAUCN010210000000006,1998,M07,18329
LAUCN010210000000006,1998,M08,17895
LAUCN010210000000006,1998,M09,18231
LAUCN010210000000006,1998,M10,18103
LAUCN010210000000006,1998,M11,17966
LAUCN010210000000006,1998,M12,17985
LAUCN010210000000006,1998,M13,18010
LAUCN010210000000006,1999,M01,18204
LAUCN010210000000006,1999,M02,18234
LAUCN010210000000006,1999,M03,18265
LAUCN010210000000006,1999,M04,18391
LAUCN010210000000006,1999,M05,18455
LAUCN010210000000006,1999,M06,18686
LAUCN010210000000006,1999,M07,18854
LAUCN010210000000006,1999,M08,18761
LAUCN010210000000006,1999,M09,18792
LAUCN010210000000006,1999,M10,18821
LAUCN010210000000006,1999,M11,18858
LAUCN010210000000006,1999,M12,18959
LAUCN010210000000006,1999,M13,18606
LAUCN010210000000006,2000,M01,19584
LAUCN010210000000006,2000,M02,19382
LAUCN010210000000006,2000,M03,19321
LAUCN010210000000006,2000,M04,19286
LAUCN010210000000006,2000,M05,19333
LAUCN010210000000006,2000,M06,19569
LAUCN010210000000006,2000,M07,19530
LAUCN010210000000006,2000,M08,19569
LAUCN010210000000006,2000,M09,19409
LAUCN010210000000006,2000,M10,19590
LAUCN010210000000006,2000,M11,19577
LAUCN010210000000006,2000,M12,19547
LAUCN010210000000006,2000,M13,19475
LAUCN010210000000006,2001,M01,19395
LAUCN010210000000006,2001,M02,19443
LAUCN010210000000006,2001,M03,19546
LAUCN010210000000006,2001,M04,19360
LAUCN010210000000006,2001,M05,19271
LAUCN010210000000006,2001,M06,19537
LAUCN010210000000006,2001,M07,19421
LAUCN010210000000006,2001,M08,19377
LAUCN010210000000006,2001,M09,19386
LAUCN010210000000006,2001,M10,19592
LAUCN010210000000006,2001,M11,19650
LAUCN010210000000006,2001,M12,19598
LAUCN010210000000006,2001,M13,19464
LAUCN010210000000006,2002,M01,19469
LAUCN010210000000006,2002,M02,19442
LAUCN010210000000006,2002,M03,19410
LAUCN010210000000006,2002,M04,19248
LAUCN010210000000006,2002,M05,19216
LAUCN010210000000006,2002,M06,19380
LAUCN010210000000006,2002,M07,19341
LAUCN010210000000006,2002,M08,19374
LAUCN010210000000006,2002,M09,19376
LAUCN010210000000006,2002,M10,19506
LAUCN010210000000006,2002,M11,19515
LAUCN010210000000006,2002,M12,19443
LAUCN010210000000006,2002,M13,19393
LAUCN010210000000006,2003,M01,19275
LAUCN010210000000006,2003,M02,19302
LAUCN010210000000006,2003,M03,19292
LAUCN010210000000006,2003,M04,19306
LAUCN010210000000006,2003,M05,19356
LAUCN010210000000006,2003,M06,19644
LAUCN010210000000006,2003,M07,19576
LAUCN010210000000006,2003,M08,19548
LAUCN010210000000006,2003,M09,19386
LAUCN010210000000006,2003,M10,19623
LAUCN010210000000006,2003,M11,19727
LAUCN010210000000006,2003,M12,19697
LAUCN010210000000006,2003,M13,19478
LAUCN010210000000006,2004,M01,19547
LAUCN010210000000006,2004,M02,19535
LAUCN010210000000006,2004,M03,19547
LAUCN010210000000006,2004,M04,19471
LAUCN010210000000006,2004,M05,19532
LAUCN010210000000006,2004,M06,19651
LAUCN010210000000006,2004,M07,19689
LAUCN010210000000006,2004,M08,19627
LAUCN010210000000006,2004,M09,19542
LAUCN010210000000006,2004,M10,19798
LAUCN010210000000006,2004,M11,19832
LAUCN010210000000006,2004,M12,19788
LAUCN010210000000006,2004,M13,19630
LAUCN010210000000006,2005,M01,19634
LAUCN010210000000006,2005,M02,19683
LAUCN010210000000006,2005,M03,19543
LAUCN010210000000006,2005,M04,19489
LAUCN010210000000006,2005,M05,19523
LAUCN010210000000006,2005,M06,19720
LAUCN010210000000006,2005,M07,19752
LAUCN010210000000006,2005,M08,19680
LAUCN010210000000006,2005,M09,19597
LAUCN010210000000006,2005,M10,19836
LAUCN010210000000006,2005,M11,19831
LAUCN010210000000006,2005,M12,19802
LAUCN010210000000006,2005,M13,19674
LAUCN010210000000006,2006,M01,19535
LAUCN010210000000006,2006,M02,19580
LAUCN010210000000006,2006,M03,19578
LAUCN010210000000006,2006,M04,19573
LAUCN010210000000006,2006,M05,19599
LAUCN010210000000006,2006,M06,19885
LAUCN010210000000006,2006,M07,19984
LAUCN010210000000006,2006,M08,19817
LAUCN010210000000006,2006,M09,19736
LAUCN010210000000006,2006,M10,19959
LAUCN010210000000006,2006,M11,20003
LAUCN010210000000006,2006,M12,20004
LAUCN010210000000006,2006,M13,19771
LAUCN010210000000006,2007,M01,19809
LAUCN010210000000006,2007,M02,19789
LAUCN010210000000006,2007,M03,19763
LAUCN010210000000006,2007,M04,19475
LAUCN010210000000006,2007,M05,19487
LAUCN010210000000006,2007,M06,19793
LAUCN010210000000006,2007,M07,19798
LAUCN010210000000006,2007,M08,19679
LAUCN010210000000006,2007,M09,19632
LAUCN010210000000006,2007,M10,19745
LAUCN010210000000006,2007,M11,19958
LAUCN010210000000006,2007,M12,19907
LAUCN010210000000006,2007,M13,19737
LAUCN010210000000006,2008,M01,19565
LAUCN010210000000006,2008,M02,19495
LAUCN010210000000006,2008,M03,19499
LAUCN010210000000006,2008,M04,19443
LAUCN010210000000006,2008,M05,19531
LAUCN010210000000006,2008,M06,19707
LAUCN010210000000006,2008,M07,19749
LAUCN010210000000006,2008,M08,19672
LAUCN010210000000006,2008,M09,19517
LAUCN010210000000006,2008,M10,19717
LAUCN010210000000006,2008,M11,19718
LAUCN010210000000006,2008,M12,19710
LAUCN010210000000006,2008,M13,19610
LAUCN010210000000006,2009,M01,19662
LAUCN010210000000006,2009,M02,19705
LAUCN010210000000006,2009,M03,19590
LAUCN010210000000006,2009,M04,19445
LAUCN010210000000006,2009,M05,19439
LAUCN010210000000006,2009,M06,19529
LAUCN010210000000006,2009,M07,19490
LAUCN010210000000006,2009,M08,19315
LAUCN010210000000006,2009,M09,19175
LAUCN010210000000006,2009,M10,19366
LAUCN010210000000006,2009,M11,19367
LAUCN010210000000006,2009,M12,19251
LAUCN010210000000006,2009,M13,19445
LAUCN010210000000006,2010,M01,18964
LAUCN010210000000006,2010,M02,18975
LAUCN010210000000006,2010,M03,18950
LAUCN010210000000006,2010,M04,19450
LAUCN010210000000006,2010,M05,19572
LAUCN010210000000006,2010,M06,19681
LAUCN010210000000006,2010,M07,19625
LAUCN010210000000006,2010,M08,19573
LAUCN010210000000006,2010,M09,19489
LAUCN010210000000006,2010,M10,19777
LAUCN010210000000006,2010,M11,19742
LAUCN010210000000006,2010,M12,19747
LAUCN010210000000006,2010,M13,19462
LAUCN010210000000006,2011,M01,19573
LAUCN010210000000006,2011,M02,19480
LAUCN010210000000006,2011,M03,19549
LAUCN010210000000006,2011,M04,19410
LAUCN010210000000006,2011,M05,19487
LAUCN010210000000006,2011,M06,19669
LAUCN010210000000006,2011,M07,19650
LAUCN010210000000006,2011,M08,19523
LAUCN010210000000006,2011,M09,19537
LAUCN010210000000006,2011,M10,19621
LAUCN010210000000006,2011,M11,19457
LAUCN010210000000006,2011,M12,19503
LAUCN010210000000006,2011,M13,19539
LAUCN010210000000006,2012,M01,19203
LAUCN010210000000006,2012,M02,19230
LAUCN010210000000006,2012,M03,19364
LAUCN010210000000006,2012,M04,19162
LAUCN010210000000006,2012,M05,19366
LAUCN010210000000006,2012,M06,19633
LAUCN010210000000006,2012,M07,19650
LAUCN010210000000006,2012,M08,19322
LAUCN010210000000006,2012,M09,19366
LAUCN010210000000006,2012,M10,19552
LAUCN010210000000006,2012,M11,19358
LAUCN010210000000006,2012,M12,19384
LAUCN010210000000006,2012,M13,19383
LAUCN010210000000006,2013,M01,19415
LAUCN010210000000006,2013,M02,19368
LAUCN010210000000006,2013,M03,19324
LAUCN010210000000006,2013,M04,19227
LAUCN010210000000006,2013,M05,19346
LAUCN010210000000006,2013,M06,19481
LAUCN010210000000006,2013,M07,19482
LAUCN010210000000006,2013,M08,19312
LAUCN010210000000006,2013,M09,19429
LAUCN010210000000006,2013,M10,19418
LAUCN010210000000006,2013,M11,19258
LAUCN010210000000006,2013,M12,19242
LAUCN010210000000006,2013,M13,19359
LAUCN010210000000006,2014,M01,19056
LAUCN010210000000006,2014,M02,19061
LAUCN010210000000006,2014,M03,19195
LAUCN010210000000006,2014,M04,18978
LAUCN010210000000006,2014,M05,19035
LAUCN010210000000006,2014,M06,19190
LAUCN010210000000006,2014,M07,19222
LAUCN010210000000006,2014,M08,19055
LAUCN010210000000006,2014,M09,19115
LAUCN010210000000006,2014,M10,19263
LAUCN010210000000006,2014,M11,19075
LAUCN010210000000006,2014,M12,18978
LAUCN010210000000006,2014,M13,19102
LAUCN010210000000006,2015,M01,18903
LAUCN010210000000006,2015,M02,18999
LAUCN010210000000006,2015,M03,19061
LAUCN010210000000006,2015,M04,19034
LAUCN010210000000006,2015,M05,19143
LAUCN010210000000006,2015,M06,19328
LAUCN010210000000006,2015,M07,19314
LAUCN010210000000006,2015,M08,19147
LAUCN010210000000006,2015,M09,19104
LAUCN010210000000006,2015,M10,19262
LAUCN010210000000006,2015,M11,19160
LAUCN010210000000006,2015,M12,19148
LAUCN010210000000006,2015,M13,19133
LAUCN010210000000006,2016,M01,18942
LAUCN010210000000006,2016,M02,19122
LAUCN010210000000006,2016,M03,19178
LAUCN010210000000006,2016,M04,19028
LAUCN010210000000006,2016,M05,19042
LAUCN010210000000006,2016,M06,19230
LAUCN010210000000006,2016,M07,19292
LAUCN010210000000006,2016,M08,19181
LAUCN010210000000006,2016,M09,19359
LAUCN010210000000006,2016,M10,19398
LAUCN010210000000006,2016,M11,19287
LAUCN010210000000006,2016,M12,19136
LAUCN010210000000006,2016,M13,19183
LAUCN010210000000006,2017,M01,19031
LAUCN010210000000006,2017,M02,19143
LAUCN010210000000006,2017,M03,19154
LAUCN010210000000006,2017,M04,19025
LAUCN010210000000006,2017,M05,19000
LAUCN010210000000006,2017,M06,19158
LAUCN010210000000006,2017,M07,19300
LAUCN010210000000006,2017,M08,19151
LAUCN010210000000006,2017,M09,19281
LAUCN010210000000006,2017,M10,19218
LAUCN010210000000006,2017,M11,19078
LAUCN010210000000006,2017,M12,18883
LAUCN010210000000006,2017,M13,19118
LAUCN010210000000006,2018,M01,18865
LAUCN010210000000006,2018,M02,19186
LAUCN010210000000006,2018,M03,19165
LAUCN010210000000006,2018,M04,19306
LAUCN010210000000006,2018,M05,19389
LAUCN010210000000006,2018,M06,19657
LAUCN010230000000003,1990,M01,16.6
